Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP00662,Female,Yes,2,Graduate,No,10796,0,375,360,0.0,Semiurban,N
LP00663,Male,No,0,Graduate,No,2552,801,116,360,0.0,Urban,N
LP00664,Male,Yes,1,Graduate,No,4220,1532,200,360,1.0,Rural,Y
LP00665,Male,No,1,Graduate,No,3995,0,170,360,1.0,Urban,Y
LP00666,Male,No,0,Graduate,No,6591,4300,297,480,0.0,Semiurban,Y
LP00667,Male,Yes,0,Not Graduate,Yes,7419,2648,353,360,1.0,Rural,Y
LP00668,Male,No,1,Graduate,No,2971,0,141,120,1.0,Rural,Y
LP00669,Male,Yes,1,Graduate,No,5118,4519,301,180,1.0,Semiurban,Y
LP00670,Male,No,0,Graduate,No,1462,894,139,240,1.0,Rural,Y
LP00671,Male,Yes,1,Graduate,No,11674,3075,449,180,0.0,Semiurban,N
LP00672,Female,No,0,Graduate,No,3614,0,169,360,1.0,Semiurban,Y
LP00673,Male,No,1,Graduate,No,5082,1889,238,360,1.0,Semiurban,Y
LP00674,Male,No,0,Graduate,Yes,4081,3473,238,360,1.0,Urban,Y
LP00675,Male,No,2,Graduate,No,9775,0,327,360,0.0,Urban,N
LP00676,Female,Yes,0,Graduate,No,895,0,110,360,0.0,Semiurban,N
LP00677,Male,Yes,0,Graduate,Yes,4866,2304,234,360,1.0,Semiurban,N
LP00678,Male,Yes,0,Graduate,No,4612,0,202,360,1.0,Rural,Y
LP00679,Female,Yes,0,Not Graduate,No,3743,1796,160,84,1.0,Rural,Y
LP00680,Female,No,0,Graduate,No,13845,2772,544,240,1.0,Rural,Y
LP00681,Female,Yes,0,Graduate,No,2885,3319,223,360,1.0,Semiurban,Y
LP00682,Male,No,2,Graduate,No,7809,0,286,360,1.0,Semiurban,Y
LP00683,Male,Yes,0,Graduate,No,6086,690,241,360,1.0,Semiurban,Y
LP00684,Male,No,0,Graduate,,10476,0,372,360,1.0,Semiurban,Y
LP00685,Female,Yes,0,Graduate,No,3293,3150,257,360,1.0,Urban,Y
LP00686,Male,No,0,Graduate,No,3165,1516,140,360,0.0,Urban,N
LP00687,Male,No,0,Not Graduate,Yes,9486,993,370,360,1.0,Urban,Y
LP00688,Male,Yes,0,Graduate,Yes,6343,6857,359,180,1.0,Urban,Y
LP00689,Female,Yes,0,Graduate,No,1945,3442,176,180,0.0,Semiurban,N
LP00690,Male,No,0,Graduate,No,3556,0,151,360,1.0,Semiurban,Y
LP00691,Male,Yes,0,Not Graduate,No,6197,1101,249,360,1.0,Urban,Y
LP00692,Male,Yes,1,Graduate,No,8124,1372,320,360,1.0,Semiurban,Y
LP00693,Male,Yes,0,Graduate,No,3269,0,125,360,1.0,Semiurban,Y
LP00694,Male,Yes,0,Graduate,No,855,0,96,360,1.0,Semiurban,Y
LP00695,Male,Yes,3+,Graduate,No,6727,1660,249,360,1.0,Semiurban,Y
LP00696,Male,Yes,0,Graduate,No,2363,0,131,360,1.0,Semiurban,Y
LP00697,Male,Yes,1,Not Graduate,No,1464,1380,114,360,1.0,Rural,Y
LP00698,Male,Yes,0,Graduate,No,898,6978,193,360,1.0,Rural,Y
LP00699,,No,2,Not Graduate,Yes,8009,0,294,360,1.0,Semiurban,Y
LP00700,Male,Yes,2,Graduate,No,5309,1760,213,360,1.0,Semiurban,Y
LP00701,Male,No,0,Graduate,No,4292,0,179,360,1.0,Rural,Y
LP00702,Male,Yes,3+,Graduate,Yes,11309,390,368,180,1.0,Semiurban,N
LP00703,Male,Yes,0,Graduate,No,7204,865,292,360,1.0,Urban,Y
LP00704,Male,Yes,0,Not Graduate,No,12962,955,439,240,1.0,Semiurban,Y
LP00705,Male,Yes,2,Not Graduate,No,2131,2682,158,360,1.0,Semiurban,Y
LP00706,Female,Yes,2,Not Graduate,No,4813,1942,239,360,1.0,Rural,Y
LP00707,Male,Yes,0,Graduate,No,1863,951,109,360,0.0,Rural,N
LP00708,Female,Yes,0,Graduate,,4282,0,177,360,1.0,Semiurban,Y
LP00709,Male,Yes,0,Graduate,No,4233,0,146,360,1.0,Semiurban,Y
LP00710,Male,No,0,Not Graduate,No,7157,3531,347,360,1.0,Semiurban,Y
LP00711,Female,Yes,2,Graduate,No,5050,645,249,360,1.0,Semiurban,Y
LP00712,Male,Yes,0,Graduate,No,7144,2231,364,360,1.0,Rural,Y
LP00713,Male,No,0,Graduate,No,7495,926,295,360,1.0,Urban,Y
LP00714,Male,Yes,0,Graduate,No,17907,0,602,360,1.0,Urban,Y
LP00715,Male,Yes,0,Not Graduate,No,4067,4225,220,360,1.0,Rural,Y
LP00716,Female,No,0,Graduate,No,2794,1301,189,360,0.0,Rural,N
LP00717,Female,Yes,1,Graduate,No,5696,0,236,360,1.0,Rural,Y
LP00718,Female,No,3+,Graduate,No,3037,0,131,360,0.0,Semiurban,N
LP00719,Male,No,2,Graduate,No,11958,504,443,360,1.0,Semiurban,Y
LP00720,Male,Yes,0,Graduate,No,4146,0,169,360,1.0,Urban,Y
LP00721,Female,Yes,2,Graduate,No,3500,0,145,360,1.0,Semiurban,Y
LP00722,Male,Yes,2,Not Graduate,Yes,3704,0,170,360,0.0,Rural,N
LP00723,Male,Yes,2,Not Graduate,No,7563,1131,278,360,0.0,Urban,N
LP00724,Male,Yes,0,Graduate,No,4470,1582,236,360,1.0,Rural,Y
LP00725,Male,No,0,Graduate,No,3344,850,146,360,1.0,Semiurban,Y
LP00726,Female,Yes,0,Not Graduate,Yes,13349,1208,453,360,1.0,Rural,Y
LP00727,Male,Yes,0,Graduate,No,2940,0,120,360,1.0,Semiurban,Y
LP00728,Female,No,0,Graduate,No,5020,4900,313,360,1.0,Rural,Y
LP00729,Male,No,0,Graduate,No,7269,0,255,360,0.0,Semiurban,N
LP00730,Male,Yes,0,Graduate,No,1846,0,78,360,1.0,Urban,Y
LP00731,Male,Yes,1,Graduate,Yes,6556,1869,271,360,1.0,Rural,Y
LP00732,Female,Yes,0,Not Graduate,Yes,2609,1003,147,360,1.0,Urban,Y
LP00733,Male,Yes,0,Graduate,No,8051,0,267,360,1.0,Urban,Y
LP00734,Male,Yes,3+,Graduate,No,2758,0,109,360,1.0,Rural,N
LP00735,Male,Yes,3+,Graduate,No,7447,1047,336,360,1.0,Urban,Y
LP00736,Female,No,2,Graduate,Yes,9542,0,319,360,0.0,Urban,Y
LP00737,Male,,3+,Graduate,No,8240,0,290,360,1.0,Semiurban,Y
LP00738,Female,Yes,0,Graduate,No,5714,0,214,360,1.0,Rural,Y
LP00739,Male,Yes,3+,Graduate,No,4277,0,169,180,1.0,Urban,Y
LP00740,Male,Yes,0,Graduate,No,3477,1533,197,360,1.0,Urban,Y
LP00741,Male,No,0,Not Graduate,No,11880,0,425,360,1.0,Semiurban,Y
LP00742,Male,No,0,Not Graduate,Yes,3230,0,140,360,1.0,Urban,N
LP00743,Male,No,0,Graduate,Yes,2637,2671,157,360,1.0,Semiurban,Y
LP00744,Male,Yes,0,Graduate,No,7326,461,304,360,0.0,Semiurban,Y
LP00745,Male,Yes,1,Graduate,No,3048,0,139,180,1.0,Urban,Y
LP00746,Female,Yes,2,Graduate,Yes,2779,0,167,360,1.0,Semiurban,Y
LP00747,Male,Yes,1,Graduate,No,2066,0,67,360,0.0,Semiurban,N
LP00748,Male,Yes,0,Graduate,Yes,3678,1290,190,360,1.0,Urban,Y
LP00749,Female,No,2,Graduate,No,4676,2057,269,120,0.0,Semiurban,N
LP00750,Male,Yes,1,Not Graduate,No,5686,2999,273,360,1.0,Semiurban,Y
LP00751,Male,Yes,0,Not Graduate,No,8697,3964,385,360,1.0,Semiurban,Y
LP00752,Female,Yes,1,Not Graduate,No,6742,590,269,360,0.0,Urban,N
LP00753,Male,Yes,0,Graduate,No,4382,1312,196,360,0.0,Urban,N
LP00754,Male,Yes,0,Graduate,No,4363,1933,213,360,1.0,Rural,Y
LP00755,Male,No,3+,Graduate,No,6674,0,243,360,1.0,Semiurban,Y
LP00756,Female,No,0,Graduate,No,10546,14029,634,360,1.0,Semiurban,Y
LP00757,Male,No,0,Graduate,Yes,5301,0,233,360,0.0,Semiurban,N
LP00758,Male,Yes,2,Graduate,No,3709,0,170,360,1.0,Urban,Y
LP00759,Female,Yes,1,Graduate,No,2708,3234,200,360,1.0,Rural,Y
LP00760,Female,Yes,0,Not Graduate,No,2064,0,128,360,1.0,Semiurban,N
LP00761,Male,Yes,0,Graduate,No,7330,2632,317,240,1.0,Semiurban,Y
LP00762,Male,No,0,Graduate,No,6952,1293,268,360,1.0,Semiurban,Y
LP00763,Male,Yes,1,Graduate,No,6949,4772,341,120,1.0,Urban,Y
LP00764,Male,Yes,0,Graduate,No,4549,3883,264,180,0.0,Urban,N
LP00765,Male,Yes,0,Graduate,No,11431,0,371,360,1.0,Urban,Y
LP00766,Male,Yes,3+,Graduate,No,3675,3187,213,360,0.0,Rural,Y
LP00767,Female,No,0,Graduate,No,8718,4905,399,360,1.0,Urban,Y
LP00768,Female,Yes,0,Graduate,Yes,4801,5582,348,360,1.0,Semiurban,Y
LP00769,Male,Yes,0,Graduate,No,3411,2329,143,360,1.0,Semiurban,Y
LP00770,Female,Yes,1,Graduate,No,7012,0,256,360,1.0,Urban,Y
LP00771,Male,Yes,0,Graduate,Yes,6284,5762,388,360,1.0,Urban,Y
LP00772,Female,No,0,Not Graduate,No,6088,0,235,360,1.0,Urban,Y
LP00773,Male,No,2,Graduate,No,5160,3317,286,360,0.0,Urban,Y
LP00774,Male,No,0,Graduate,No,4804,0,196,180,1.0,Urban,Y
LP00775,Female,No,0,Graduate,No,20599,5144,700,360,1.0,Rural,Y
LP00776,Male,Yes,0,Not Graduate,No,10002,0,305,84,0.0,Urban,N
LP00777,Male,No,,Not Graduate,Yes,7583,0,281,360,1.0,Rural,Y
LP00778,Male,Yes,0,Graduate,No,5255,3442,260,120,1.0,Semiurban,Y
LP00779,Male,Yes,0,Graduate,No,8993,1036,324,360,0.0,Urban,N
LP00780,Male,No,0,Not Graduate,No,6706,6615,373,360,1.0,Rural,Y
LP00781,Male,Yes,0,Graduate,Yes,4992,7229,379,360,1.0,Urban,Y
LP00782,Male,No,2,Graduate,No,4096,4526,311,360,1.0,Rural,Y
LP00783,Male,Yes,3+,Graduate,No,4681,1432,223,180,1.0,Rural,Y
LP00784,Male,Yes,2,Not Graduate,No,733,0,62,360,1.0,Semiurban,Y
LP00785,Male,No,2,Not Graduate,No,5576,2702,247,240,1.0,Urban,N
LP00786,Female,No,0,Graduate,No,3666,0,169,360,1.0,Semiurban,Y
LP00787,Male,Yes,3+,Graduate,No,12779,7979,628,360,1.0,Rural,Y
LP00788,Male,Yes,0,Graduate,No,4972,2700,248,180,1.0,Rural,Y
LP00789,Male,Yes,3+,Graduate,No,2408,367,82,360,1.0,Semiurban,N
LP00790,Female,Yes,3+,Not Graduate,No,4769,3095,268,360,1.0,Semiurban,Y
LP00791,Male,Yes,1,Graduate,Yes,2623,1912,186,240,1.0,Urban,Y
LP00792,Male,No,3+,Graduate,No,6529,2315,260,240,1.0,Semiurban,Y
LP00793,Male,Yes,1,Graduate,Yes,5852,0,229,84,1.0,Semiurban,Y
LP00794,Male,No,0,Graduate,No,8731,4293,406,240,0.0,Urban,N
LP00795,Male,Yes,0,Graduate,No,3057,0,140,360,1.0,Urban,N
LP00796,Female,Yes,1,Graduate,No,5016,2975,244,180,1.0,Semiurban,Y
LP00797,Female,No,0,Graduate,No,2166,0,135,360,1.0,Rural,Y
LP00798,Male,Yes,1,Graduate,No,7486,0,266,480,1.0,Rural,Y
LP00799,Male,Yes,3+,Graduate,Yes,6709,0,221,360,0.0,Rural,Y
LP00800,Female,Yes,0,Graduate,No,6617,1391,235,360,1.0,Rural,Y
LP00801,Male,No,2,Graduate,Yes,4919,3660,295,360,1.0,Semiurban,Y
LP00802,Male,No,3+,Not Graduate,Yes,6303,0,251,360,1.0,Semiurban,Y
LP00803,Male,Yes,3+,Not Graduate,No,12869,7174,581,360,1.0,Semiurban,N
LP00804,Male,Yes,3+,Not Graduate,No,4142,0,165,180,1.0,Rural,Y
LP00805,Male,Yes,0,Graduate,No,5341,1510,229,180,1.0,Rural,Y
LP00806,Male,No,3+,Not Graduate,No,2561,4333,191,360,1.0,Rural,Y
LP00807,Female,No,2,Graduate,Yes,2919,1254,154,360,1.0,Rural,Y
LP00808,Female,Yes,0,Graduate,No,5211,3972,243,360,0.0,Urban,N
LP00809,Male,Yes,0,Graduate,No,9531,0,321,360,1.0,Urban,Y
LP00810,Male,Yes,1,Graduate,No,4214,1192,194,360,1.0,Urban,Y
LP00811,Female,No,0,Graduate,No,4266,2969,249,180,0.0,Semiurban,N
LP00812,Female,No,1,Graduate,No,3850,375,172,360,1.0,Semiurban,Y
LP00813,Male,Yes,1,Graduate,Yes,3565,716,187,360,1.0,Urban,Y
LP00814,Female,Yes,0,Graduate,No,5866,0,252,360,,Urban,Y
LP00815,Female,Yes,1,Graduate,No,2001,2585,182,360,1.0,Urban,Y
LP00816,Male,No,2,Graduate,No,10599,1884,415,360,1.0,Urban,Y
LP00817,Male,Yes,0,Graduate,No,3296,0,149,360,1.0,Semiurban,Y
LP00818,Male,No,0,Not Graduate,No,7579,0,257,360,0.0,Urban,Y
LP00819,Male,Yes,0,Not Graduate,No,2293,0,133,360,0.0,Urban,N
LP00820,Male,Yes,0,Graduate,No,7341,3667,377,240,1.0,Urban,Y
LP00821,Female,Yes,3+,Graduate,,7355,2413,325,360,1.0,Rural,Y
LP00822,Male,Yes,0,Graduate,No,6188,0,273,360,1.0,Urban,Y
LP00823,Male,Yes,1,Not Graduate,No,2706,0,100,360,1.0,Urban,Y
LP00824,Male,No,0,Graduate,No,5708,1446,227,180,1.0,Rural,Y
LP00825,Male,Yes,0,Graduate,No,2416,2005,179,360,1.0,Rural,Y
LP00826,Female,Yes,2,Graduate,No,4223,0,181,180,1.0,Rural,Y
LP00827,Male,Yes,1,Graduate,No,9114,0,349,360,0.0,Semiurban,N
LP00828,Male,No,0,Graduate,No,7926,5315,393,360,1.0,Semiurban,Y
LP00829,Male,No,0,Not Graduate,No,4959,0,181,360,1.0,Semiurban,Y
LP00830,Male,Yes,0,Graduate,No,2738,0,127,360,0.0,Semiurban,Y
LP00831,Male,No,0,Graduate,No,7239,1974,275,360,1.0,Rural,Y
LP00832,Male,Yes,1,Not Graduate,No,4972,6262,301,360,1.0,Urban,Y
LP00833,Male,Yes,0,Not Graduate,No,1221,0,106,240,1.0,Semiurban,Y
LP00834,Male,No,0,Graduate,No,7860,0,303,180,1.0,Semiurban,Y
LP00835,Male,No,0,Graduate,No,4843,0,202,360,0.0,Semiurban,Y
LP00836,Male,No,3+,Graduate,Yes,10111,0,318,360,1.0,Urban,Y
LP00837,Female,Yes,3+,Not Graduate,No,2547,6853,256,360,1.0,Rural,Y
LP00838,Male,Yes,0,Graduate,No,730,2131,90,360,1.0,Rural,Y
LP00839,Male,No,2,Not Graduate,Yes,5810,2843,304,360,1.0,Rural,Y
LP00840,Male,Yes,0,Graduate,No,5854,6016,334,240,1.0,Semiurban,Y
LP00841,Male,Yes,0,Graduate,No,1782,2223,126,120,1.0,Semiurban,Y
LP00842,Male,Yes,2,Graduate,No,2732,0,132,360,1.0,Semiurban,Y
LP00843,Male,Yes,3+,Graduate,No,25671,10939,700,180,1.0,Semiurban,Y
LP00844,Female,Yes,3+,Graduate,Yes,4091,1756,237,360,1.0,Rural,Y
LP00845,Male,No,1,Graduate,No,7620,2727,318,360,1.0,Urban,Y
LP00846,Male,Yes,0,Graduate,No,3326,0,121,360,1.0,Rural,N
LP00847,Male,Yes,2,Not Graduate,No,1402,1594,80,360,0.0,Urban,N
LP00848,Female,Yes,0,Graduate,No,4437,1205,206,360,0.0,Semiurban,Y
LP00849,Male,No,1,Graduate,No,4190,2914,222,360,1.0,Semiurban,Y
LP00850,Male,Yes,0,Graduate,Yes,3866,0,137,360,0.0,Urban,N
LP00851,Male,Yes,1,Graduate,No,4588,1995,251,360,1.0,Rural,Y
LP00852,Male,No,0,Graduate,No,5759,2897,294,120,1.0,Semiurban,Y
LP00853,Male,No,0,Graduate,,4491,2020,224,360,1.0,Rural,Y
LP00854,Female,No,3+,Not Graduate,No,2302,828,162,360,1.0,Rural,Y
LP00855,Male,No,0,Graduate,No,6579,0,260,360,1.0,Urban,Y
LP00856,Male,Yes,0,Graduate,No,1525,0,79,360,1.0,Rural,Y
LP00857,Male,No,0,Graduate,No,1436,0,72,360,0.0,Urban,N
LP00858,Male,Yes,0,Graduate,No,7658,2034,336,180,1.0,Urban,Y
LP00859,Male,No,0,Graduate,No,6662,0,257,360,1.0,Rural,Y
LP00860,Male,No,0,Not Graduate,No,4748,2946,254,120,1.0,Rural,Y
LP00861,Female,No,2,Not Graduate,No,2127,2098,138,360,1.0,Semiurban,Y
LP00862,Male,No,0,Graduate,No,3213,0,158,360,1.0,Urban,Y
LP00863,Male,Yes,3+,Graduate,Yes,4197,6828,297,180,1.0,Semiurban,Y
LP00864,Male,Yes,1,Graduate,No,1886,1578,136,180,1.0,Semiurban,Y
LP00865,Male,No,0,Graduate,No,3154,673,187,480,1.0,Urban,Y
LP00866,Male,No,1,Graduate,No,7269,6183,378,360,1.0,Rural,Y
LP00867,Male,Yes,0,Graduate,No,11572,1714,399,240,1.0,Urban,Y
LP00868,Male,Yes,2,Graduate,No,3821,0,143,180,1.0,Semiurban,Y
LP00869,Female,Yes,0,Graduate,No,7737,709,316,180,1.0,Semiurban,Y
LP00870,Female,No,0,Graduate,No,1558,0,101,360,1.0,Urban,Y
LP00871,Male,No,2,Graduate,No,7300,989,286,360,0.0,Semiurban,N
LP00872,Male,Yes,3+,Graduate,Yes,3033,0,130,240,1.0,Semiurban,N
LP00873,Male,Yes,2,Graduate,No,5910,4623,329,360,0.0,Rural,N
LP00874,Male,No,,Not Graduate,No,4235,3278,225,360,0.0,Semiurban,N
LP00875,Male,No,2,Graduate,No,10853,2340,428,360,1.0,Urban,Y
LP00876,Male,Yes,0,Graduate,No,2908,0,122,360,1.0,Rural,Y
LP00877,Male,Yes,0,Graduate,No,7162,1384,274,360,0.0,Semiurban,N
LP00878,Male,Yes,0,Not Graduate,No,4155,2783,217,360,0.0,Urban,N
LP00879,Male,Yes,1,Graduate,No,4469,1406,204,180,1.0,Urban,Y
LP00880,Male,Yes,0,Graduate,No,4401,0,181,360,1.0,Urban,Y
LP00881,Male,No,0,Graduate,No,2958,3933,222,360,1.0,Urban,Y
LP00882,Male,No,2,Graduate,No,4873,4787,218,360,1.0,Semiurban,Y
LP00883,Male,Yes,0,Not Graduate,No,4733,0,175,360,1.0,Rural,Y
LP00884,Male,No,0,Graduate,No,5680,11357,439,360,0.0,Rural,Y
LP00885,Female,Yes,0,Not Graduate,Yes,5170,4176,318,360,1.0,Semiurban,N
LP00886,Male,Yes,3+,Not Graduate,No,7933,2437,315,360,1.0,Semiurban,N
LP00887,Male,Yes,0,Not Graduate,,8553,0,309,240,1.0,Semiurban,Y
LP00888,Male,Yes,0,Graduate,No,2616,12781,414,360,1.0,Semiurban,Y
LP00889,Male,No,2,Graduate,Yes,8277,891,289,360,1.0,Urban,Y
LP00890,Male,No,2,Graduate,No,2411,2084,171,360,0.0,Semiurban,N
LP00891,Male,Yes,0,Graduate,No,6993,461,252,360,1.0,Semiurban,N
LP00892,Female,Yes,1,Graduate,Yes,7128,2792,309,360,1.0,Rural,Y
LP00893,Female,No,2,Graduate,No,1561,3151,143,180,1.0,Semiurban,Y
LP00894,Male,Yes,1,Graduate,No,5196,0,191,360,1.0,Rural,Y
LP00895,Male,Yes,0,Graduate,No,3710,1543,246,360,1.0,Rural,Y
LP00896,Male,No,2,Not Graduate,Yes,3117,581,172,360,1.0,Semiurban,Y
LP00897,Male,Yes,0,Graduate,No,11053,0,403,360,1.0,Rural,Y
LP00898,Female,,0,Not Graduate,No,3320,0,159,120,1.0,Rural,N
LP00899,Male,,0,Graduate,Yes,3029,1613,141,360,1.0,Urban,Y
LP00900,Male,No,0,Not Graduate,No,5143,3321,278,360,1.0,Semiurban,Y
LP00901,Male,Yes,0,Graduate,Yes,7415,0,293,360,0.0,Urban,N
LP00902,Male,Yes,2,Graduate,No,4514,3361,235,360,1.0,Rural,Y
LP00903,Male,No,0,Not Graduate,Yes,9895,0,366,360,1.0,Urban,Y
LP00904,Male,Yes,0,Graduate,No,6758,1431,295,360,1.0,Semiurban,N
LP00905,Male,No,0,Not Graduate,No,1330,1433,155,360,1.0,Urban,Y
LP00906,Female,Yes,0,Graduate,No,3577,1852,185,360,1.0,Urban,Y
LP00907,Female,No,3+,Graduate,No,3508,0,133,360,1.0,Urban,Y
LP00908,Male,Yes,0,Graduate,No,6552,974,258,360,1.0,Rural,Y
LP00909,Male,Yes,0,Graduate,No,1017,0,109,120,1.0,Urban,Y
LP00910,Male,Yes,0,Graduate,No,22683,2370,700,360,0.0,Rural,Y
LP00911,Male,Yes,0,Graduate,No,6758,1130,233,180,1.0,Rural,Y
LP00912,Male,No,0,Graduate,No,5373,8584,384,180,1.0,Urban,Y
LP00913,Male,No,1,Graduate,No,9986,0,340,120,1.0,Semiurban,Y
LP00914,Male,Yes,3+,Not Graduate,No,20054,1527,682,360,0.0,Rural,N
LP00915,Male,Yes,0,Not Graduate,No,8287,1230,342,360,0.0,Rural,N
LP00916,Male,No,1,Graduate,No,8684,0,299,360,1.0,Semiurban,Y
LP00917,Male,No,1,Graduate,No,5315,3594,243,360,1.0,Urban,Y
LP00918,,Yes,2,Graduate,No,4514,1266,251,360,1.0,Semiurban,Y
LP00919,Female,Yes,0,Graduate,No,3694,5294,246,360,1.0,Rural,Y
LP00920,Male,Yes,0,Not Graduate,No,2993,2808,174,84,1.0,Rural,Y
LP00921,Female,No,0,Not Graduate,No,3254,2922,228,360,1.0,Semiurban,Y
LP00922,Male,Yes,1,Graduate,No,2185,0,107,360,1.0,Rural,Y
LP00923,Female,Yes,2,Not Graduate,No,4696,1444,218,360,0.0,Semiurban,N
LP00924,Female,Yes,0,Graduate,,1788,3091,175,360,0.0,Rural,Y
LP00925,Male,No,0,Not Graduate,Yes,5511,0,237,360,1.0,Urban,N
LP00926,Male,Yes,3+,Graduate,No,4808,8705,361,360,1.0,Semiurban,Y
LP00927,Male,Yes,2,Graduate,No,5367,1003,261,360,0.0,Semiurban,N
LP00928,Male,Yes,3+,Graduate,No,3592,7153,258,360,1.0,Semiurban,Y
LP00929,Male,Yes,2,Graduate,No,31135,0,700,120,1.0,Urban,Y
LP00930,Male,Yes,0,Graduate,No,11115,0,366,360,1.0,Urban,Y
LP00931,Male,,1,Not Graduate,No,2329,4373,234,84,1.0,Semiurban,Y
LP00932,Female,Yes,1,Graduate,No,5651,0,222,360,1.0,Semiurban,Y
LP00933,Female,,0,Graduate,No,3412,4469,228,360,1.0,Semiurban,Y
LP00934,Male,Yes,0,Graduate,No,2673,0,143,360,,Rural,Y
LP00935,Male,No,1,Graduate,No,2199,0,133,360,1.0,Rural,Y
LP00936,Male,No,0,Graduate,No,6369,1278,279,360,1.0,Semiurban,Y
LP00937,Male,Yes,2,Graduate,No,3265,0,127,360,1.0,Urban,Y
LP00938,Female,No,1,Graduate,No,8784,2099,345,360,0.0,Semiurban,N
LP00939,Male,Yes,3+,Graduate,No,8921,3197,381,360,1.0,Rural,Y
LP00940,Male,Yes,0,Graduate,No,11207,0,385,180,1.0,Rural,Y
LP00941,Male,Yes,0,Graduate,No,2947,0,153,360,,Urban,N
LP00942,Male,Yes,1,Not Graduate,No,6536,1531,236,360,1.0,Rural,N
LP00943,Male,No,0,Graduate,No,7183,0,272,360,1.0,Rural,N
LP00944,Female,No,1,Graduate,No,3697,2662,208,360,1.0,Rural,Y
LP00945,Male,No,2,Graduate,No,3093,4699,219,360,1.0,Urban,Y
LP00946,Male,Yes,0,Graduate,No,12909,4204,506,360,1.0,Semiurban,Y
LP00947,Male,Yes,0,Graduate,No,5633,2493,264,360,1.0,Semiurban,Y
LP00948,Female,Yes,0,Graduate,No,7198,1302,219,180,1.0,Semiurban,Y
LP00949,Female,Yes,0,Graduate,No,3001,1545,156,360,1.0,Urban,N
LP00950,Male,Yes,3+,Graduate,No,2364,0,103,360,1.0,Semiurban,Y
LP00951,Male,Yes,2,Graduate,No,3492,0,165,360,1.0,Semiurban,Y
LP00952,,Yes,1,Not Graduate,Yes,4562,0,170,360,1.0,Urban,Y
LP00953,Male,Yes,1,Not Graduate,No,2595,4026,204,360,1.0,Semiurban,N
LP00954,Female,No,0,Graduate,No,4885,2354,274,360,1.0,Urban,Y
LP00955,Male,No,3+,Graduate,No,1784,2468,172,360,1.0,Rural,Y
LP00956,Male,No,1,Not Graduate,No,2509,0,143,360,1.0,Rural,N
LP00957,Male,Yes,1,Not Graduate,No,7350,1700,294,360,1.0,Urban,Y
LP00958,Male,Yes,2,Graduate,No,7060,1276,298,360,1.0,Urban,Y
LP00959,Male,Yes,0,Graduate,No,3884,0,161,360,1.0,Urban,Y
LP00960,Male,No,2,Graduate,No,2668,1500,156,360,0.0,Semiurban,N
LP00961,Male,Yes,0,Graduate,No,2653,0,137,360,1.0,Rural,Y
LP00962,Male,Yes,0,Graduate,No,3928,1492,185,360,1.0,Semiurban,Y
LP00963,Male,No,0,Graduate,No,7235,0,296,180,,Semiurban,N
LP00964,Male,Yes,3+,Graduate,No,8577,3382,371,180,1.0,Rural,Y
LP00965,Male,Yes,2,Graduate,No,3648,3513,242,360,1.0,Semiurban,Y
LP00966,Male,Yes,1,Not Graduate,No,2459,1146,175,360,1.0,Semiurban,Y
LP00967,Male,Yes,1,Graduate,No,5771,4904,341,360,1.0,Semiurban,Y
LP00968,Male,Yes,1,Graduate,No,2998,5373,219,360,0.0,Semiurban,N
LP00969,Male,Yes,3+,Graduate,No,3601,1106,189,360,1.0,Semiurban,Y
LP00970,Male,Yes,0,Graduate,No,10885,1371,420,360,1.0,Semiurban,Y
LP00971,Male,Yes,0,Not Graduate,No,8072,0,309,360,1.0,Urban,Y
LP00972,Female,No,0,Graduate,No,5403,2202,233,360,1.0,Rural,Y
LP00973,Male,Yes,2,Graduate,No,2291,0,105,360,1.0,Semiurban,Y
LP00974,Male,Yes,1,Graduate,No,5579,0,237,360,0.0,Rural,N
LP00975,Male,Yes,0,Graduate,No,9298,2049,354,360,0.0,Semiurban,Y
LP00976,Male,,0,Not Graduate,No,3923,1081,183,360,1.0,Semiurban,Y
LP00977,Male,Yes,2,Graduate,Yes,11055,0,413,360,,Semiurban,Y
LP00978,Male,Yes,0,Graduate,No,10674,2496,419,360,1.0,Urban,Y
LP00979,,No,1,Graduate,Yes,13336,6792,571,360,1.0,Urban,Y
LP00980,Male,No,3+,Graduate,Yes,5902,1991,249,360,1.0,Urban,N
LP00981,Male,Yes,0,Not Graduate,No,6991,0,266,360,1.0,Rural,Y
LP00982,Female,No,0,Not Graduate,No,11481,6635,500,360,1.0,Urban,Y
LP00983,Male,Yes,1,Graduate,No,6428,0,237,360,1.0,Urban,Y
LP00984,Male,Yes,2,Graduate,No,3638,2978,225,360,1.0,Rural,Y
LP00985,Male,Yes,0,Not Graduate,No,3755,0,188,360,1.0,Semiurban,Y
LP00986,Male,Yes,3+,Not Graduate,No,5671,0,233,360,1.0,Semiurban,Y
LP00987,Male,No,0,Graduate,No,2265,5084,205,360,1.0,Rural,Y
LP00988,Male,Yes,0,Graduate,No,4509,2305,254,360,1.0,Urban,Y
LP00989,Male,Yes,1,Graduate,No,9489,0,328,360,1.0,Semiurban,Y
LP00990,Female,No,2,Not Graduate,No,1319,0,64,360,1.0,Semiurban,N
LP00991,Female,No,0,Graduate,No,12341,3632,489,360,0.0,Urban,N
